"Activity","StartWeek","StartDay","StartDate","StartTime","EndDay","EndDate","EndTime","Duration","StaffMember","Room","StudentSets","Department","Size"
"pauze","39","Thu","2018-09-27","12:45","Thu","2018-09-27","13:15","0:30","HAL","","","","0"
"pauze","39","Thu","2018-09-27","12:45","Thu","2018-09-27","13:15","0:30","MVE","","","","0"
"pauze","39","Thu","2018-09-27","12:45","Thu","2018-09-27","13:15","0:30","RBR","","","","0"
"pauze","39","Thu","2018-09-27","12:45","Thu","2018-09-27","13:15","0:30","LEN","","","","0"
"pauze","39","Thu","2018-09-27","12:45","Thu","2018-09-27","13:15","0:30","SRI","","","","0"
"pauze","39","Thu","2018-09-27","12:45","Thu","2018-09-27","13:15","0:30","LMU","","","","0"
"project","39","Thu","2018-09-27","12:45","Thu","2018-09-27","14:15","1:30","MKU","W204 (0)","1MD2","","0"
"or verg","39","Thu","2018-09-27","12:45","Thu","2018-09-27","14:45","2:00","DWO, HGR, KSC, PDR","","","","0"
"stage","39","Thu","2018-09-27","12:45","Thu","2018-09-27","14:45","2:00","JBO","","","","0"
"ned","39","Thu","2018-09-27","13:15","Thu","2018-09-27","14:15","1:00","LMU","A130 (0)","2GD1","","0"
"vormg","39","Thu","2018-09-27","13:15","Thu","2018-09-27","14:15","1:00","SRI","A223 (0)","1GA1","","0"
"engine","39","Thu","2018-09-27","13:15","Thu","2018-09-27","14:45","1:30","RBR","A129 (0)","1GD1","","0"
"ned","39","Thu","2018-09-27","13:15","Thu","2018-09-27","14:45","1:30","MVE","B115 (0)","1GD2","","0"
"rek","39","Thu","2018-09-27","13:15","Thu","2018-09-27","14:45","1:30","HAL","B116 (0)","3GA1","","0"
"vormg","39","Thu","2018-09-27","13:15","Thu","2018-09-27","14:45","1:30","LEN","A127 (0)","2GA2","","0"
"gamedes","39","Thu","2018-09-27","14:15","Thu","2018-09-27","14:45","0:30","SRI","A223 (0)","2GD1","","0"
"k0072","39","Thu","2018-09-27","14:15","Thu","2018-09-27","14:45","0:30","MKU","W204 (0)","1MD2","","0"
"engine","39","Thu","2018-09-27","15:00","Thu","2018-09-27","15:30","0:30","RBR","A129 (0)","1GD1","","0"
"vormg","39","Thu","2018-09-27","15:00","Thu","2018-09-27","15:30","0:30","LEN","A127 (0)","2GA2","","0"
"gamedes","39","Thu","2018-09-27","15:00","Thu","2018-09-27","16:30","1:30","SRI","A223 (0)","2GD1","","0"
"k0072","39","Thu","2018-09-27","15:00","Thu","2018-09-27","16:30","1:30","MKU","W204 (0)","1MD2","","0"
"bapo","39","Thu","2018-09-27","15:00","Thu","2018-09-27","17:00","2:00","MRE","","","","0"
"or verg","39","Thu","2018-09-27","15:00","Thu","2018-09-27","17:00","2:00","DWO, HGR, KSC, PDR","","","","0"
"stage","39","Thu","2018-09-27","15:00","Thu","2018-09-27","17:00","2:00","JBO","","","","0"
"studie","39","Thu","2018-09-27","15:00","Thu","2018-09-27","17:00","2:00","ATE","","","","0"
"2d","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","LEN","A130 (0)","1GD1","","0"
"bapo","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","MVE","","","","0"
"k0497","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","MKU","W005 (0)","K0497-3I1","","0"
"k0505","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","SLO","A225 (0)","K0505-3G1","","0"
"k0728","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","CPE","A224 (0)","K0728-3G1","","0"
"k0901","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","SRI","A129 (0)","2GA1","","0"
"program","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","RBA","A223 (0)","2GD2","","0"
"stage","39","Fri","2018-09-28","08:30","Fri","2018-09-28","10:00","1:30","MRE","","","","0"
"eng","39","Fri","2018-09-28","09:30","Fri","2018-09-28","10:00","0:30","YWI","B114 (0)","1GA1","","0"
"2d","39","Fri","2018-09-28","10:15","Fri","2018-09-28","10:45","0:30","LEN","A130 (0)","1GD1","","0"
"k0497","39","Fri","2018-09-28","10:15","Fri","2018-09-28","10:45","0:30","MKU","W005 (0)","K0497-3I1","","0"
"k0901","39","Fri","2018-09-28","10:15","Fri","2018-09-28","10:45","0:30","SRI","A129 (0)","2GA1","","0"
"eng","39","Fri","2018-09-28","10:15","Fri","2018-09-28","11:15","1:00","YWI","B114 (0)","1GA1","","0"
"program","39","Fri","2018-09-28","10:15","Fri","2018-09-28","12:15","2:00","RBA","A223 (0)","2GD2","","0"
"k0505","39","Fri","2018-09-28","10:15","Fri","2018-09-28","12:45","2:30","SLO","A225 (0)","K0505-3G1","","0"
"k0728","39","Fri","2018-09-28","10:15","Fri","2018-09-28","12:45","2:30","CPE","A224 (0)","K0728-3G1","","0"
"bapo","39","Fri","2018-09-28","10:15","Fri","2018-09-28","13:15","3:00","MVE","","","","0"
"stage","39","Fri","2018-09-28","10:15","Fri","2018-09-28","14:45","4:30","MRE","","","","0"
"rek","39","Fri","2018-09-28","10:45","Fri","2018-09-28","11:45","1:00","HAL","B116 (0)","1GD1","","0"
"engine","39","Fri","2018-09-28","10:45","Fri","2018-09-28","12:45","2:00","RBR","A130 (0)","1GD2","","0"
"gameaudio","39","Fri","2018-09-28","10:45","Fri","2018-09-28","12:45","2:00","MME","A127 (0)","2GA1","","0"
"k0072","39","Fri","2018-09-28","10:45","Fri","2018-09-28","12:45","2:00","MKU","W101 (0)","1MD2","","0"
"burger","39","Fri","2018-09-28","11:15","Fri","2018-09-28","12:45","1:30","DWO","A129 (0)","1GA1","","0"
"eng","39","Fri","2018-09-28","11:15","Fri","2018-09-28","12:45","1:30","YWI","B114 (0)","2GA2","","0"
"rek","39","Fri","2018-09-28","11:45","Fri","2018-09-28","12:45","1:00","HAL","B116 (0)","1GA2","","0"
"pauze","39","Fri","2018-09-28","12:15","Fri","2018-09-28","12:45","0:30","RBA","","","","0"
"pauze","39","Fri","2018-09-28","12:45","Fri","2018-09-28","13:15","0:30","AHA, DWO, HAL, LCA, LEN, MJA, MKU, MME, RBR, SLO, SRI, WRO, XGVAC2, YWI","","GA-GD","","0"
"program","39","Fri","2018-09-28","12:45","Fri","2018-09-28","14:45","2:00","RBA","A223 (0)","2GD1","","0"
"taken","39","Fri","2018-09-28","12:45","Fri","2018-09-28","14:45","2:00","CPE","","","","0"
"eng","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:15","1:00","YWI","A207 (0)","1MM1","","0"
"2d/3d","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","LEN, MJA","A130 (0), A224 (0)","3GA1, 3GA2","","0"
"3d","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","SLO","A225 (0)","1GA2","","0"
"burger","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","DWO","A129 (0)","1GD2","","0"
"gameaudio","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","MME","A127 (0)","2GA2","","0"
"gamedes","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","SRI","B115 (0)","2GD2","","0"
"ned","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","MVE","B116 (0)","1GA1","","0"
"project","39","Fri","2018-09-28","13:15","Fri","2018-09-28","14:45","1:30","MKU","W101 (0)","1MD2","","0"
"gameaudio","39","Fri","2018-09-28","15:00","Fri","2018-09-28","15:30","0:30","MME","A127 (0)","2GA2","","0"
"gamedes","39","Fri","2018-09-28","15:00","Fri","2018-09-28","15:30","0:30","SRI","B115 (0)","2GD2","","0"
"2d/3d","39","Fri","2018-09-28","15:00","Fri","2018-09-28","16:00","1:00","LEN, MJA","A130 (0), A224 (0)","3GA1, 3GA2","","0"
"3d","39","Fri","2018-09-28","15:00","Fri","2018-09-28","16:30","1:30","SLO","A225 (0)","1GA2","","0"
"program","39","Fri","2018-09-28","15:00","Fri","2018-09-28","16:30","1:30","RBA","A223 (0)","2GD1","","0"
"stage","39","Fri","2018-09-28","15:00","Fri","2018-09-28","17:00","2:00","MRE","","","","0"
"taken","39","Fri","2018-09-28","15:00","Fri","2018-09-28","17:00","2:00","CPE","","","","0"
"slb","39","Fri","2018-09-28","16:00","Fri","2018-09-28","16:30","0:30","MVE","B114 (0)","3GA2","","0"
"studiedag","40","Mon","2018-10-01","08:30","Mon","2018-10-01","10:00","1:30","AHA, ATE, BHN, CPE, CSP, DWO, HAL, JWO, LCA, LEN, LKR, LMU, MJA, MKU, MME, MRE, MVE, RBA, RBR, SLO, SRI, SSC, WRO, YWI","","GA-GD","","0"
"studiedag","40","Mon","2018-10-01","08:30","Mon","2018-10-01","10:00","1:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JMA, JZW, MBU, MKA, NKO, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"studiedag","40","Mon","2018-10-01","10:15","Mon","2018-10-01","14:45","4:30","AHA, ATE, BHN, CPE, CSP, DWO, HAL, JWO, LCA, LEN, LKR, LMU, MJA, MKU, MME, MRE, MVE, RBA, RBR, SLO, SRI, SSC, WRO, YWI","","GA-GD","","0"
"studiedag","40","Mon","2018-10-01","10:15","Mon","2018-10-01","14:45","4:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JMA, JZW, MBU, MKA, NKO, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"pauze","40","Mon","2018-10-01","11:45","Mon","2018-10-01","12:15","0:30","ABR, AKA, CHA, DOO, FTA, JBO, JDE, MBU, MKA, NKO, RHA","","DTP-PM","","0"
"pauze","40","Mon","2018-10-01","12:45","Mon","2018-10-01","13:15","0:30","AHA, ATE, BHN, CSP, DWO, HAL, HBE, JWO, LCA, LEN, LKR, MJA, MKU, MRE, RBA, RBR, SLO, SRI, SSC, XGVAC2, YWI","","GA-GD","","0"
"studiedag","40","Mon","2018-10-01","15:00","Mon","2018-10-01","15:30","0:30","AHA, ATE, BHN, CPE, CSP, DWO, HAL, JWO, LCA, LEN, LKR, LMU, MJA, MKU, MME, MRE, MVE, RBA, RBR, SLO, SRI, SSC, WRO, YWI","","GA-GD","","0"
"studiedag","40","Mon","2018-10-01","15:00","Mon","2018-10-01","16:30","1:30","ABR, AKA, ASP, CHA, DOO, FTA, JAR, JBO, JDE, JMA, JZW, MBU, MKA, NKO, RHA, RNO, SHE, VST, WHO","","DTP-PM","","0"
"vervang","40","Mon","2018-10-01","15:30","Mon","2018-10-01","16:30","1:00","JBO","","DTP-PM","","0"
"to","40","Mon","2018-10-01","15:30","Mon","2018-10-01","17:00","1:30","AHA, ATE, BHN, CPE, CSP, DWO, HAL, HBE, JWO, LCA, LEN, LKR, LMU, MJA, MKU, MRE, MVE, RBA, RBR, SLO, SRI, SSC, XGVAC2, YWI","","GA-GD","","0"
"eng","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","HBE","A223 (0)","2GD2","","0"
"gamedes","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","JWO","A130 (0)","1GA1","","0"
"ned","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","MVE","B115 (0)","2GA1","","0"
"project","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","RBR","A127 (0)","3GD1","","0"
"project","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","CSP","A128 (0)","3GA1","","0"
"project","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","ATE","A129 (0)","3GA2","","0"
"project","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","CPE","A224 (0)","1GD1","","0"
"project","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","RBA","A225 (0)","1GD2","","0"
"sac","40","Tue","2018-10-02","08:30","Tue","2018-10-02","10:00","1:30","DWO","","","","0"
"ond","40","Tue","2018-10-02","09:00","Tue","2018-10-02","10:00","1:00","MKU","B116 (0)","2GA2","","0"
"ned","40","Tue","2018-10-02","09:30","Tue","2018-10-02","10:00","0:30","LMU","B114 (0)","2MM2","","0"
"vervang","40","Tue","2018-10-02","09:30","Tue","2018-10-02","10:00","0:30","JBO","","DTP-PM","","0"
"gamedes","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","JWO","A130 (0)","1GA1","","0"
"ned","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","MVE","B115 (0)","2GA1","","0"
"ned","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","LMU","B114 (0)","2MM2","","0"
"ond","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","MKU","B116 (0)","2GA2","","0"
"project","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","CPE","A224 (0)","1GD1","","0"
"project","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","RBA","A225 (0)","1GD2","","0"
"vervang","40","Tue","2018-10-02","10:15","Tue","2018-10-02","10:45","0:30","JBO","","DTP-PM","","0"
"project","40","Tue","2018-10-02","10:15","Tue","2018-10-02","11:45","1:30","RBR","A127 (0)","3GD1","","0"
"project","40","Tue","2018-10-02","10:15","Tue","2018-10-02","11:45","1:30","CSP","A128 (0)","3GA1","","0"
"project","40","Tue","2018-10-02","10:15","Tue","2018-10-02","11:45","1:30","ATE","A129 (0)","3GA2","","0"
"gameplay","40","Tue","2018-10-02","10:15","Tue","2018-10-02","12:15","2:00","LKR","A223 (0)","2GD2","","0"
"sac","40","Tue","2018-10-02","10:15","Tue","2018-10-02","12:15","2:00","DWO","","","","0"
"rek","40","Tue","2018-10-02","10:45","Tue","2018-10-02","11:45","1:00","JBO","A114 (0)","2DP2","","0"
"ond","40","Tue","2018-10-02","10:45","Tue","2018-10-02","12:15","1:30","MKU","B116 (0)","2GA1","","0"
"gamedes","40","Tue","2018-10-02","10:45","Tue","2018-10-02","12:45","2:00","JWO","A130 (0)","1GA2","","0"
"k0072","40","Tue","2018-10-02","10:45","Tue","2018-10-02","12:45","2:00","YWI","B114 (0)","1GA1","","0"
"k0072","40","Tue","2018-10-02","10:45","Tue","2018-10-02","12:45","2:00","CPE","A224 (0)","1GD1","","0"
"k0072","40","Tue","2018-10-02","10:45","Tue","2018-10-02","12:45","2:00","RBA","A225 (0)","1GD2","","0"
"ned","40","Tue","2018-10-02","10:45","Tue","2018-10-02","12:45","2:00","MVE","B115 (0)","2GA2","","0"
"pauze","40","Tue","2018-10-02","11:45","Tue","2018-10-02","12:15","0:30","JBO","","","","0"
"3d","40","Tue","2018-10-02","11:45","Tue","2018-10-02","12:45","1:00","MJA","A128 (0)","2GD1","","0"
"vb bpv","40","Tue","2018-10-02","11:45","Tue","2018-10-02","12:45","1:00","MRE","A129 (0)","3GA2","","0"
"rek","40","Tue","2018-10-02","12:15","Tue","2018-10-02","13:45","1:30","JBO","B116 (0)","3GD1","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","CPE","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","HAL","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","JWO","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","LKR","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","MRE","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","MVE","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","RBR","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","DWO","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","ATE","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","CSP","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","RBA","","","","0"
"pauze","40","Tue","2018-10-02","12:45","Tue","2018-10-02","13:15","0:30","MKU","","","","0"
"glu-acd","40","Tue","2018-10-02","12:45","Tue","2018-10-02","14:45","2:00","HBE, JLI, JMR, JOS, KSC, LMU, PBU, RKR, SLO, YWI","","","","0"
"2d","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","MRE","A129 (0)","2GA1","","0"
"3d","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","CPE","A224 (0)","2GA2","","0"
"burger","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","DWO","B115 (0)","1GA2","","0"
"gameplay","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","LKR","A223 (0)","1GD2","","0"
"gametech","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","BHN","A130 (0)","1GA1","","0"
"ned","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","MVE","A115 (0)","3GA2","","0"
"program","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","RBR","A225 (0)","1GD1","","0"
"stage","40","Tue","2018-10-02","13:15","Tue","2018-10-02","14:45","1:30","ATE","","","","0"
"ond","40","Tue","2018-10-02","14:15","Tue","2018-10-02","14:45","0:30","MKU","A128 (0)","3GA1","","0"
"rek","40","Tue","2018-10-02","14:15","Tue","2018-10-02","14:45","0:30","JBO","B116 (0)","2GD1","","0"
"gameplay","40","Tue","2018-10-02","15:00","Tue","2018-10-02","15:30","0:30","LKR","A223 (0)","1GD2","","0"
"gametech","40","Tue","2018-10-02","15:00","Tue","2018-10-02","15:30","0:30","BHN","A130 (0)","1GA1","","0"
"ond","40","Tue","2018-10-02","15:00","Tue","2018-10-02","16:00","1:00","MKU","A128 (0)","3GA1","","0"
"2d","40","Tue","2018-10-02","15:00","Tue","2018-10-02","16:30","1:30","MRE","A129 (0)","2GA1","","0"
"3d","40","Tue","2018-10-02","15:00","Tue","2018-10-02","16:30","1:30","CPE","A224 (0)","2GA2","","0"
"ned","40","Tue","2018-10-02","15:00","Tue","2018-10-02","16:30","1:30","MVE","B115 (0)","1GA2","","0"
"program","40","Tue","2018-10-02","15:00","Tue","2018-10-02","16:30","1:30","RBR","A225 (0)","1GD1","","0"
"rek","40","Tue","2018-10-02","15:00","Tue","2018-10-02","16:30","1:30","JBO","B116 (0)","2GD1","","0"
"glu-acd","40","Tue","2018-10-02","15:00","Tue","2018-10-02","17:00","2:00","HBE, JLI, JMR, JOS, KSC, LMU, PBU, RKR, SLO, YWI","","","","0"
"stage","40","Tue","2018-10-02","15:00","Tue","2018-10-02","17:00","2:00","ATE","","","","0"
"ned","40","Wed","2018-10-03","08:30","Wed","2018-10-03","09:30","1:00","LMU","A116 (0)","1MM3","","0"
"2d","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","LEN","B115 (0)","1GA1","","0"
"bapo","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","DWO","","","","0"
"eng","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","HBE","B116 (0)","3GA2","","0"
"gamedes","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","ATE","A224 (0)","3GD1","","0"
"project","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","CSP","A128 (0)","2GA1","","0"
"project","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","MJA","A129 (0)","2GA2","","0"
"project","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","RBA, XGVAC2","A127 (0)","2GD1","","0"
"project","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","BHN, XGVAC2","A130 (0)","2GD2","","0"
"taken","40","Wed","2018-10-03","08:30","Wed","2018-10-03","10:00","1:30","RBR","","","","0"
"eng","40","Wed","2018-10-03","09:00","Wed","2018-10-03","10:00","1:00","YWI","B114 (0)","1GA2","","0"
"gamedes","40","Wed","2018-10-03","09:00","Wed","2018-10-03","10:00","1:00","JWO","A223 (0)","1GD1","","0"
"eng","40","Wed","2018-10-03","10:15","Wed","2018-10-03","10:45","0:30","YWI","B114 (0)","1GA2","","0"
"gamedes","40","Wed","2018-10-03","10:15","Wed","2018-10-03","10:45","0:30","ATE","A224 (0)","3GD1","","0"
"gamedes","40","Wed","2018-10-03","10:15","Wed","2018-10-03","11:15","1:00","JWO","A223 (0)","1GD1","","0"
"2d","40","Wed","2018-10-03","10:15","Wed","2018-10-03","11:45","1:30","LEN","B115 (0)","1GA1","","0"
"rek","40","Wed","2018-10-03","10:15","Wed","2018-10-03","11:45","1:30","HAL","B116 (0)","3GA2","","0"
"project","40","Wed","2018-10-03","10:15","Wed","2018-10-03","12:45","2:30","CSP","A128 (0)","2GA1","","0"
"project","40","Wed","2018-10-03","10:15","Wed","2018-10-03","12:45","2:30","MJA","A129 (0)","2GA2","","0"
"project","40","Wed","2018-10-03","10:15","Wed","2018-10-03","12:45","2:30","RBA, XGVAC2","A127 (0)","2GD1","","0"
"project","40","Wed","2018-10-03","10:15","Wed","2018-10-03","12:45","2:30","BHN, XGVAC2","A130 (0)","2GD2","","0"
"bapo","40","Wed","2018-10-03","10:15","Wed","2018-10-03","14:45","4:30","DWO","","","","0"
"taken","40","Wed","2018-10-03","10:15","Wed","2018-10-03","14:45","4:30","RBR","","","","0"
"ned","40","Wed","2018-10-03","10:45","Wed","2018-10-03","11:45","1:00","LMU","A208 (0)","1MM2","","0"
"vervang","40","Wed","2018-10-03","10:45","Wed","2018-10-03","11:45","1:00","JBO","","DTP-PM","","0"
"eng","40","Wed","2018-10-03","10:45","Wed","2018-10-03","12:15","1:30","HBE","A224 (0)","3GD1","","0"
"k0072","40","Wed","2018-10-03","10:45","Wed","2018-10-03","12:45","2:00","SLO","A225 (0)","1GA2","","0"
"eng","40","Wed","2018-10-03","11:15","Wed","2018-10-03","12:45","1:30","YWI","B114 (0)","1GD1","","0"
"pauze","40","Wed","2018-10-03","11:45","Wed","2018-10-03","12:15","0:30","JBO","","","","0"
"gamedes","40","Wed","2018-10-03","11:45","Wed","2018-10-03","12:45","1:00","JWO","B115 (0)","1GD2","","0"
"k0901","40","Wed","2018-10-03","11:45","Wed","2018-10-03","12:45","1:00","ATE","A223 (0)","3GA2","","0"
"ned","40","Wed","2018-10-03","11:45","Wed","2018-10-03","12:45","1:00","LMU","A208 (0)","1COM1","","0"
"rek","40","Wed","2018-10-03","11:45","Wed","2018-10-03","12:45","1:00","HAL","B116 (0)","1GA1","","0"
"pauze","40","Wed","2018-10-03","12:45","Wed","2018-10-03","13:15","0:30","AHA, ATE, BHN, CSP, HAL, JWO, LEN, LKR, LMU, MJA, RBA, SLO, SSC, WRO, XGVAC2, YWI","","GA-GD","","0"
"taken","40","Wed","2018-10-03","12:45","Wed","2018-10-03","14:45","2:00","CPE","","","","0"
"eng","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","YWI","A211 (0)","1MM2","","0"
"gamedes","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","JWO","B115 (0)","1GD2","","0"
"k0901","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","ATE","A223 (0)","3GA2","","0"
"ned","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","LMU","A208 (0)","2MM3","","0"
"project","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","MJA","A225 (0)","1GA1","","0"
"project","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","SLO","A224 (0)","1GA2","","0"
"rek","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","HAL","B116 (0)","2GA2","","0"
"slb","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:15","1:00","RBA","A127 (0)","2GD1","","0"
"eng","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:45","1:30","HBE","A130 (0)","2GA1","","0"
"gameplay","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:45","1:30","LKR","A128 (0)","1GD1","","0"
"rek","40","Wed","2018-10-03","13:15","Wed","2018-10-03","14:45","1:30","JBO","B114 (0)","2GD2","","0"
